220	220	"You can translate these findings back, in combination with your own competence assessment, to occupations that appeal to you and in which you think your competences come into their own the most. Keep in mind, as discussed earlier, it often happens that not all of your personality traits are reflected in a specific occupation."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
221	221	"However, you can make a shortlist of occupations that appeal to you and select one of those to start your career in. When you find the occupation or career field that you want to start your career in you should gather more information about the required background, skills and/or educational level."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
222	222	"What does a regular day on the job looks like in this occupation? Or what tasks do they regularly perform? Answering questions like these will give you more insight in that specific occupation. Furthermore, this type of information is easy to find on the internet and will help you in making your career choices."		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
223	223	"Travel Agent"		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
224	224	Developer		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
225	225	Judje		1	"2019-04-01 12:54:20"	"2019-04-01 12:54:20"
226	226	"Artistic Personality Type"		1		
231	88		A	1	"2019-04-05 14:06:33"	"2019-04-05 14:06:33"
232	88	<p>gsgdhdhdhdhdh</p>	I	1	"2019-04-05 14:07:14"	"2019-04-05 14:07:14"
233	86	<p>hhshshshs</p>	R	1	"2019-04-05 14:09:00"	"2019-04-05 14:09:00"
