"1";"0";"title1";"<p>Beroepskeuzetest rapportage</p>
";"1";;;"<p>Careertest report</p>
";
"37";"0";"text26";"<p>Op basis van de zes verschillende persoonlijkheidstypes heeft deze test je inzicht gegeven in jouw persoonlijkheidsprofiel. Bij elk persoonlijkheidsprofiel passen bepaalde beroepen en werkzaamheden in meer of mindere mate.<br />
<br />
De beroepskeuze test is eigenlijk ook geen test die antwoord geeft op de vraag: wat moet ik worden? De test en het daaruit voortkomende persoonlijkheidsprofiel geeft daarentegen wel onderbouwd weer waarom bepaalde beroepen beter bij je passen dan anderen. De uitkomsten van deze test kunnen je helpen met het maken van keuzes op het gebied van je carri&euml;re.<br />
<br />
De beroepen die genoemd zijn bij jouw persoonlijkheidsprofiel zijn voorbeelden van stereotype beroepen die hierbij aansluiten. Hierbij is gebruik gemaakt van een afbakening van beroepen die specifiek bij jouw profiel passen. De realiteit is echter dat in de praktijk de grenzen vager zijn en dat veel beroepen in verschillende persoonlijkheidsprofielen passen. Een chirurg moet bijvoorbeeld met mensen om kunnen gaan (sociaal), daarnaast moet je een wetenschappelijke achtergrond hebben (intellectueel) en moet je ook van afwisseling in je werk houden en met medische apparatuur overweg kunnen (realistisch). Je ziet hier dat er in &eacute;&eacute;n beroep meerdere persoonlijkheidstypen naar voren komen.<br />
<br />
Het is belangrijk dat je voor jezelf vaststelt welke van jouw eigenschappen, kwaliteiten en competenties aansluiten op het werkgebied waarin je actief wilt zijn. Ben je bijvoorbeeld iemand die het leuk vindt om buiten te werken dan is het verstandig om geen beroep te zoeken waarbij je de hele dag achter een bureau zit en computerwerk uitvoert. Ben je een creatief (artistiek) persoon dan is het raadzaam om een beroep te kiezen waarin eigen invulling, originaliteit en creativiteit wordt gestimuleerd en gewaardeerd. Dit kan op verschillende manieren en hoeft niet per se in een voor de hand liggend vak gebied voor een creatief persoon, zoals schrijver of acteur. Het bedenken van een nieuwe reclame campagne of een nieuw product vereist ook veel creatief inzicht.<br />
<br />
Een ander belangrijk punt om in ogenschouw te houden is het feit dat veel mensen niet al hun eigenschappen, kwaliteiten en competenties terugvinden in hun werk. Het belangrijkste is dat je van jezelf weet dat je leuk vindt en waar je goed in bent. Op deze manier kun je reflecteren op je werkzaamheden en hier eventueel aanpassingen in maken. Het is bijvoorbeeld mogelijk om in je werkzaamheden taken af te stoten of om andere taken op je te nemen die beter in jouw persoonlijkheidsprofiel passen, mits de werk omgeving dit toelaat. Het is van belang om in een professionele werkomgeving je om de zoveel tijd af te vragen of jouw kernkwaliteiten genoeg tot zijn recht komen binnen de functie die je uitvoert.</p>
";"36";;;"<p>Based on the six different personality types, this report has given you insight into your personality profile. To each personality profile certain occupations and activities fit to a greater or lesser extent. This is why career tests in general are not actually tests that give a specific answer to the question:&nbsp; what should I be? Instead the career test and the resulting personality profile provide a substantiation why certain occupations suit you better than others. These test results can help you make better decisions with regard to your (future) career.&nbsp;</p>

<p>The occupations on the specific occupation list based on your personality profile are examples of stereotypical occupations associated with the different personality types. However, the reality is that in practice, the boundaries between different personality types and three-letter codes are blurred and many occupations actually fit multiple personality types. For example, a surgeon must be able to communicate with people (social personality type), he/she must have an academic background (investigative personality type), like diversity in his/her work environment and needs to know how to operate medical equipment (realistic personality type). This example show that multiple personality types are present in one occupation.</p>

<p>It is important for you to determine for yourself which of your characteristics, qualities and skills connect to the work areas that you want to be active in. If you are for instance a person who likes to work outside you should not look for work environments in which you work behind a desk all day on a computer. If you are an artistic person then it is advisable to choose an occupation in which personal interpretation, originality and creativity are encouraged and are appreciated. Furthermore, it can be done in different ways and does not necessarily have to be in an obvious work environment for a creative person like occupations as a writer or actor. Coming up with a new advertising campaign or a new product also requires a lot of creative insight and imagination.</p>

<p>What you should also keep in consideration is the fact that a lot of people do not find all the characteristics, qualities and competencies that they find important in their work environment. For you it is important that you know who you are and know what you like. Also, you need to figure out where your personal skills, qualities and competencies come into their own. By doing so you can reflect on you work and make the adjustments in your career that you think you should make. This will help you to identify the tasks in your work that fit your personality best and also identify the ones which do not. Provided that the work environment allows these kind of adjustments, you can create a professional work environment in which your core competences and skills come into their own within your occupational activities.</p>
";
"38";"0";"text27";"<p>Om de uitkomst van de test te valideren is het verstandig om de uitkomst te bespreken met familie, vrienden en collega&#39;s. Op deze manier kan je er achter komen hoe zij jou zien, wat voor type persoon zij jou vinden en hoe zij aankijken tegen jouw talenten, competenties en eigenschappen. Op jouw beurt kan je dat weer terugvertalen naar de beroepen die jou aanspreken.<br />
<br />
Het komt vaak voor dat niet alle persoonlijkheidseigenschappen terug komen in een specifiek beroep. Je kan wel een shortlist maken met beroepen die je echt leuk lijkt en hier een keuze uit maken.<br />
<br />
Het is verstandig om meer informatie te zoeken over de beroepen die je aanspreken. Hoe ziet een werkdag er uit in dit beroep en wat houdt hun takenpakket precies in? Deze informatie is gemakkelijk te vinden op het internet en zal je verder helpen met het maken van je keuzes.<br />
<br />
Het is tevens van belang om opleidingen te onderzoeken die bij de beroepen passen die je aanspreken en te kijken wat bijvoorbeeld de toelatingseisen zijn.</p>
";"38";;;"<p>It is wise to discuss your test results with family, friends and colleagues in order to validate them. By doing so you can find out what they think about what type of person you are and how they look at your talents, skills and competences. You can translate these findings back, in combination with your own competence assessment, to occupations that appeal to you and in which you think your competences come into their own the most. Keep in mind, as discussed earlier, it often happens that not all of your personality traits are reflected in a specific occupation. However, you can make a shortlist of occupations that appeal to you and select one of those to start your career in.</p>

<p>When you find the occupation or career field that you want to start your career in you should gather more information about the required background, skills and/or educational level. What does a regular day on the job looks like in this occupation? Or what tasks do they regularly perform? Answering questions like these will give you more insight in that specific occupation. Furthermore, this type of information is easy to find on the internet and will help you in making your career choices.</p>
";
"39";"0";"title6";"<p>Totale score</p>
";"39";;;"<p>Total score</p>
";
"40";"0";"title7";"<p>Toepassing op het werkgebied</p>
";"40";;;"<p>Work environment</p>
";
"41";"0";"title8";"<p>Karakteristieke steekwoorden</p>
";"41";;;"<p>Characteristic traits</p>
";
"42";"0";"title9";"<p>Intellectueel persoonlijkheidstype</p>
";"42";;;"<p>Investigative personality type</p>
";
"43";"0";"text28";"<p>Personen die hoog scoren op het gebied van het conventionele persoonlijkheidstype vinden vaak hun geluk in beroepen waarin wordt gewerkt met getallen, gegevens en/of informatie waarin gestandaardiseerde processen en richtlijnen zijn verwerkt.<br />
<br />
Het draait in de conventionele omgeving dan ook om het handhaven en hanteren van gestelde regels en voorschriften. Beroepen waarin geen duidelijke richtlijnen aanwezig zijn mijdt de conventionele persoonlijkheidstype veelal.<br />
<br />
Waarden als betrouwbaarheid, stabiliteit, zekerheid en ordelijkheid worden gewaardeerd in conventionele omgevingen. Hierdoor zijn conventionele persoonlijkheidstypes veel terug te vinden in administratieve beroepen of functies binnen ordehandhaving of wetstoepassing.</p>
";"43";;;"<p>People who score high on the conventional personality type often find their happiness in professions in which they can work with numbers, data, information processing and other type of activities in which standardized processes and guidelines have been incorporated. They are most comfortable in familiar situations and in the company of persons they know well. They like to work indoors in pleasant surroundings and place value on material comforts and possessions. They&nbsp; tend to be conservative and traditional in values and attitudes. The conventional personality type values reliability, stability, security and orderliness, which is why they are frequently found in administrative occupations or positions within law enforcement.</p>
";
"44";"0";"title10";"<p>Artistieke persoonlijkheidstype</p>
";"44";;;"<p>Artistic personality type</p>
";
"45";"0";"title11";"<p>Sociaal persoonlijkheidstype</p>
";"45";;;"<p>Social personality type</p>
";
"46";"0";"title12";"<p>Ondernemend persoonlijkheidstype</p>
";"46";;;"<p>Enterprising personality type</p>
";
"47";"0";"title13";"<p>Conventioneel persoonlijkheidstype</p>
";"47";;;"<p>Conventional personality type</p>
";
"48";"0";"title14";"<p>Beroepenlijst Hoogste Score</p>
";"48";;;"<p>Occupation list highest scored personality type</p>
";
"49";"0";"title20";"<p>Specifieke Beroepenlijst</p>
";"49";;;"<p>Three-letter code occupations</p>
";
"50";"0";"title15";"<p>Tot slot</p>
";"50";;;"<p>Conclusion</p>
";
"51";"0";"title16";"<p>Vervolgstappen</p>
";"51";;;"<p>What&rsquo;s next?</p>
";
